local_identifier,tag_id,timestamp,dateOnly,ground_speed,individual_id,tag_local_identifier,location_long,location_lat,geometry,dist_to_carc,carcID
A01w,2372201072,2024-04-22T12:52:43Z,2024-04-22,0,1265772803,225172,35.0665588378906,30.881929397583004,"c(35.0665588378906, 30.881929397583)",11.888470913745348,4874955
A01w,2372201072,2024-04-22T13:02:41Z,2024-04-22,0,1265772803,225172,35.0666389465332,30.882022857666,"c(35.0666389465332, 30.882022857666)",12.344256940938138,4874955
A01w,2372201072,2024-04-22T13:12:41Z,2024-04-22,0,1265772803,225172,35.0665817260742,30.882011413574197,"c(35.0665817260742, 30.8820114135742)",7.1013841071171955,4874955
A01w,2372201072,2024-04-22T13:22:44Z,2024-04-22,0,1265772803,225172,35.0663566589355,30.881996154785192,"c(35.0663566589355, 30.8819961547852)",15.083025172016777,4874955
A01w,2372201072,2024-04-22T13:32:44Z,2024-04-22,0,1265772803,225172,35.0666275024414,30.8819561004639,"c(35.0666275024414, 30.8819561004639)",13.777356400029971,4874955
A01w,2372201072,2024-04-22T13:42:39Z,2024-04-22,0,1265772803,225172,35.0666732788086,30.881893157958995,"c(35.0666732788086, 30.881893157959)",21.617864754885453,4874955
A01w,2372201072,2024-04-22T13:52:45Z,2024-04-22,0.555555555555556,1265772803,225172,35.066780090332,30.881614685058594,"c(35.066780090332, 30.8816146850586)",52.604404153929,4874955
A01w,2372201072,2024-04-22T14:02:43Z,2024-04-22,0,1265772803,225172,35.0667915344238,30.881711959838896,"c(35.0667915344238, 30.8817119598389)",44.18992894318626,4874955
A01w,2372201072,2024-04-22T14:12:49Z,2024-04-22,0.277777777777778,1265772803,225172,35.0666313171387,30.882045745849595,"c(35.0666313171387, 30.8820457458496)",11.767154495492406,4874955
A01w,2372201072,2024-04-22T14:22:45Z,2024-04-22,0.277777777777778,1265772803,225172,35.0668334960938,30.88158988952639,"c(35.0668334960938, 30.8815898895264)",57.59050475419876,4874955
A01w,2372201072,2024-04-22T14:33:01Z,2024-04-22,0,1265772803,225172,35.0668754577637,30.882028579711893,"c(35.0668754577637, 30.8820285797119)",34.94857453333298,4874955
A01w,2372201072,2024-04-22T14:42:39Z,2024-04-22,0,1265772803,225172,35.0665588378906,30.882085800170888,"c(35.0665588378906, 30.8820858001709)",7.929893763143084,4874955
A01w,2372201072,2024-04-22T14:52:39Z,2024-04-22,0,1265772803,225172,35.0666160583496,30.88208389282231,"c(35.0666160583496, 30.8820838928223)",11.885765683856313,4874955
A01w,2372201072,2024-04-22T15:02:39Z,2024-04-22,0.277777777777778,1265772803,225172,35.0666542053223,30.88207435607911,"c(35.0666542053223, 30.8820743560791)",14.716963530046243,4874955
A01w,2372201072,2024-04-22T15:12:39Z,2024-04-22,0,1265772803,225172,35.066780090332,30.882040023803704,"c(35.066780090332, 30.8820400238037)",25.862963698673674,4874955
A01w,2372201072,2024-04-22T15:22:39Z,2024-04-22,0,1265772803,225172,35.0669555664063,30.882072448730504,"c(35.0669555664063, 30.8820724487305)",42.89331529116869,4874955
A01w,2372201072,2024-04-22T15:32:39Z,2024-04-22,0,1265772803,225172,35.066650390625,30.882017135620096,"c(35.066650390625, 30.8820171356201)",13.479408060463768,4874955
A01w,2372201072,2024-04-22T15:42:39Z,2024-04-22,0,1265772803,225172,35.0667152404785,30.881919860839787,"c(35.0667152404785, 30.8819198608398)",22.99962774049633,4874955
A01w,2372201072,2024-04-22T15:52:39Z,2024-04-22,0,1265772803,225172,35.0666999816895,30.881074905395497,"c(35.0666999816895, 30.8810749053955)",107.22611204606233,4874955
A01w,2372201072,2024-04-22T16:02:39Z,2024-04-22,0,1265772803,225172,35.0667572021484,30.881139755249006,"c(35.0667572021484, 30.881139755249)",101.28290232895293,4874955
A01w,2372201072,2024-04-22T16:12:39Z,2024-04-22,0,1265772803,225172,35.0666732788086,30.8812026977539,"c(35.0666732788086, 30.8812026977539)",92.8292171036398,4874955
A01w,2372201072,2024-04-22T16:21:29Z,2024-04-22,0,1265772803,225172,35.0666465759277,30.881229400634798,"c(35.0666465759277, 30.8812294006348)",89.50393253047302,4874955
A01w,2372201072,2024-04-23T04:42:53Z,2024-04-23,0,1265772803,225172,35.0689926147461,30.882007598877,"c(35.0689926147461, 30.882007598877)",237.42193687277282,4874955
A01w,2372201072,2024-04-23T05:32:52Z,2024-04-23,0,1265772803,225172,35.0690803527832,30.8821678161621,"c(35.0690803527832, 30.8821678161621)",246.28967404619092,4874955
A01w,2372201072,2024-04-23T05:42:52Z,2024-04-23,0,1265772803,225172,35.0690650939941,30.882129669189503,"c(35.0690650939941, 30.8821296691895)",244.6020585785719,4874955
A01w,2372201072,2024-04-23T05:52:53Z,2024-04-23,0,1265772803,225172,35.0690536499023,30.882158279418896,"c(35.0690536499023, 30.8821582794189)",243.6762530534037,4874955
A01w,2372201072,2024-04-23T06:02:52Z,2024-04-23,0,1265772803,225172,35.0691032409668,30.882160186767603,"c(35.0691032409668, 30.8821601867676)",248.42282413571758,4874955
A01w,2372201072,2024-04-23T06:12:55Z,2024-04-23,0,1265772803,225172,35.0667953491211,30.882301330566392,"c(35.0667953491211, 30.8823013305664)",40.7807516501384,4874955
A01w,2372201072,2024-04-23T06:23:19Z,2024-04-23,1.11111111111111,1265772803,225172,35.0665817260742,30.881935119628903,"c(35.0665817260742, 30.8819351196289)",12.3734192610837,4874955
A01w,2372201072,2024-04-23T06:32:54Z,2024-04-23,0,1265772803,225172,35.0666389465332,30.881946563720707,"c(35.0666389465332, 30.8819465637207)",15.28349367336942,4874955
A01w,2372201072,2024-04-23T06:42:53Z,2024-04-23,0,1265772803,225172,35.0665588378906,30.8818550109863,"c(35.0665588378906, 30.8818550109863)",19.740826562155142,4874955
A01w,2372201072,2024-04-23T06:53:19Z,2024-04-23,0,1265772803,225172,35.0665321350098,30.8819580078125,"c(35.0665321350098, 30.8819580078125)",8.043992424841361,4874955
A01w,2372201072,2024-04-23T07:02:52Z,2024-04-23,0,1265772803,225172,35.0666160583496,30.8818778991699,"c(35.0666160583496, 30.8818778991699)",19.489590923084496,4874955
A01w,2372201072,2024-04-23T07:12:52Z,2024-04-23,0,1265772803,225172,35.0666313171387,30.88200378417971,"c(35.0666313171387, 30.8820037841797)",11.908130838972152,4874955
A01w,2372201072,2024-04-23T07:22:52Z,2024-04-23,0,1265772803,225172,35.0666122436523,30.881872177123995,"c(35.0666122436523, 30.881872177124)",19.851889224824596,4874955
A01w,2372201072,2024-04-23T07:32:53Z,2024-04-23,0,1265772803,225172,35.0667610168457,30.881711959838896,"c(35.0667610168457, 30.8817119598389)",42.474973650303845,4874955
A01w,2372201072,2024-04-23T07:42:53Z,2024-04-23,0,1265772803,225172,35.0666198730469,30.8818283081055,"c(35.0666198730469, 30.8818283081055)",24.50773306108098,4874955
A01w,2372201072,2024-04-23T07:52:54Z,2024-04-23,0,1265772803,225172,35.0668067932129,30.8817176818848,"c(35.0668067932129, 30.8817176818848)",44.60257678852906,4874955
A01w,2372201072,2024-04-23T08:02:53Z,2024-04-23,0,1265772803,225172,35.0665168762207,30.881874084472695,"c(35.0665168762207, 30.8818740844727)",17.078273128155367,4874955
A01w,2372201072,2024-04-23T08:12:53Z,2024-04-23,0,1265772803,225172,35.0663795471191,30.8819732666016,"c(35.0663795471191, 30.8819732666016)",13.87290436598644,4874955
A01w,2372201072,2024-04-23T08:22:53Z,2024-04-23,0,1265772803,225172,35.0663642883301,30.88191223144529,"c(35.0663642883301, 30.8819122314453)",18.945411913651977,4874955
A01w,2372201072,2024-04-23T08:32:53Z,2024-04-23,0,1265772803,225172,35.0665016174316,30.881872177124,"c(35.0665016174316, 30.881872177124)",17.2956759204696,4874955
A01w,2372201072,2024-04-23T08:42:53Z,2024-04-23,0,1265772803,225172,35.0666885375977,30.881881713867198,"c(35.0666885375977, 30.8818817138672)",23.549551202695994,4874955
A01w,2372201072,2024-04-23T08:53:02Z,2024-04-23,0,1265772803,225172,35.066707611084,30.8819332122803,"c(35.066707611084, 30.8819332122803)",21.62331416909075,4874955
A01w,2372201072,2024-04-23T09:03:06Z,2024-04-23,0,1265772803,225172,35.066650390625,30.881895065307603,"c(35.066650390625, 30.8818950653076)",19.937186741537694,4874955
A01w,2372201072,2024-04-23T09:12:53Z,2024-04-23,0,1265772803,225172,35.0668983459473,30.882055282592802,"c(35.0668983459473, 30.8820552825928)",37.260290357761825,4874955
A01w,2372201072,2024-04-23T09:23:19Z,2024-04-23,0,1265772803,225172,35.0666351318359,30.882076263427702,"c(35.0666351318359, 30.8820762634277)",13.10832097697062,4874955
A01w,2372201072,2024-04-23T09:32:53Z,2024-04-23,0,1265772803,225172,35.0666618347168,30.882047653198203,"c(35.0666618347168, 30.8820476531982)",14.682467023931714,4874955
A01w,2372201072,2024-04-23T09:42:53Z,2024-04-23,0,1265772803,225172,35.0665016174316,30.88195991516109,"c(35.0665016174316, 30.8819599151611)",7.591448356497626,4874955
A01w,2372201072,2024-04-23T09:52:52Z,2024-04-23,0,1265772803,225172,35.0666236877441,30.881946563720707,"c(35.0666236877441, 30.8819465637207)",14.132502248176285,4874955
A01w,2372201072,2024-04-23T10:02:52Z,2024-04-23,0,1265772803,225172,35.0666732788086,30.881923675537102,"c(35.0666732788086, 30.8819236755371)",19.432029097954413,4874955
A01w,2372201072,2024-04-23T10:12:53Z,2024-04-23,0,1265772803,225172,35.0666694641113,30.8818340301514,"c(35.0666694641113, 30.8818340301514)",26.364451105808428,4874955
A01w,2372201072,2024-04-23T10:22:52Z,2024-04-23,0,1265772803,225172,35.0666656494141,30.8818759918213,"c(35.0666656494141, 30.8818759918213)",22.4858896477134,4874955
A01w,2372201072,2024-04-23T10:32:53Z,2024-04-23,0.277777777777778,1265772803,225172,35.0667152404785,30.8819847106934,"c(35.0667152404785, 30.8819847106934)",20.205399079434265,4874955
A01w,2372201072,2024-04-23T10:42:53Z,2024-04-23,0,1265772803,225172,35.0666732788086,30.882013320922898,"c(35.0666732788086, 30.8820133209229)",15.698854949083366,4874955
A01w,2372201072,2024-04-23T10:52:53Z,2024-04-23,0,1265772803,225172,35.0664482116699,30.8821411132813,"c(35.0664482116699, 30.8821411132813)",13.86381639018275,4874955
A01w,2372201072,2024-04-23T11:02:53Z,2024-04-23,0,1265772803,225172,35.0664749145508,30.882148742675803,"c(35.0664749145508, 30.8821487426758)",13.801560581115583,4874955
A01w,2372201072,2024-04-23T11:12:53Z,2024-04-23,0.555555555555556,1265772803,225172,35.0664901733398,30.882331848144496,"c(35.0664901733398, 30.8823318481445)",33.74291853518507,4874955
A01w,2372201072,2024-04-23T11:23:03Z,2024-04-23,0,1265772803,225172,35.066535949707,30.882289886474595,"c(35.066535949707, 30.8822898864746)",29.14289256528021,4874955
A01w,2372201072,2024-04-23T11:33:10Z,2024-04-23,0,1265772803,225172,35.0665397644043,30.882282257080096,"c(35.0665397644043, 30.8822822570801)",28.334454570304658,4874955
A01w,2372201072,2024-04-23T11:42:53Z,2024-04-23,0,1265772803,225172,35.0667304992676,30.882179260253903,"c(35.0667304992676, 30.8821792602539)",26.94255206249839,4874955
A01w,2372201072,2024-04-23T11:53:06Z,2024-04-23,0,1265772803,225172,35.0667343139648,30.8821678161621,"c(35.0667343139648, 30.8821678161621)",26.466343951906612,4874955
A01w,2372201072,2024-04-23T12:03:13Z,2024-04-23,0,1265772803,225172,35.066764831543,30.881975173950202,"c(35.066764831543, 30.8819751739502)",25.063400387647945,4874955
A01w,2372201072,2024-04-23T12:12:54Z,2024-04-23,0,1265772803,225172,35.0667839050293,30.881881713867212,"c(35.0667839050293, 30.8818817138672)",30.808643644842054,4874955
A01w,2372201072,2024-04-23T12:23:19Z,2024-04-23,0.277777777777778,1265772803,225172,35.0668182373047,30.882057189941396,"c(35.0668182373047, 30.8820571899414)",29.653698818311028,4874955
A01w,2372201072,2024-04-23T12:32:52Z,2024-04-23,0,1265772803,225172,35.0665588378906,30.8821334838867,"c(35.0665588378906, 30.8821334838867)",12.593688306966476,4874955
A01w,2372201072,2024-04-23T12:42:52Z,2024-04-23,0,1265772803,225172,35.06652832031251,30.882028579711893,"c(35.0665283203125, 30.8820285797119)",1.7531394885263663,4874955
A01w,2372201072,2024-04-23T12:52:53Z,2024-04-23,0,1265772803,225172,35.0664482116699,30.882139205932592,"c(35.0664482116699, 30.8821392059326)",13.672802642225399,4874955
A01w,2372201072,2024-04-23T13:02:52Z,2024-04-23,0,1265772803,225172,35.0664978027344,30.882162094116207,"c(35.0664978027344, 30.8821620941162)",14.913565181700251,4874955
A01w,2372201072,2024-04-23T13:12:53Z,2024-04-23,0,1265772803,225172,35.0665245056152,30.8820743560791,"c(35.0665245056152, 30.8820743560791)",5.323696702005948,4874955
A01w,2372201072,2024-04-23T13:22:53Z,2024-04-23,0,1265772803,225172,35.0666198730469,30.8820667266846,"c(35.0666198730469, 30.8820667266846)",11.350612365848013,4874955
A01w,2372201072,2024-04-23T13:32:55Z,2024-04-23,0.277777777777778,1265772803,225172,35.0667419433594,30.881933212280305,"c(35.0667419433594, 30.8819332122803)",24.544536766544624,4874955
A01w,2372201072,2024-04-23T13:42:53Z,2024-04-23,0,1265772803,225172,35.0666198730469,30.8820667266846,"c(35.0666198730469, 30.8820667266846)",11.350612365848013,4874955
A01w,2372201072,2024-04-23T13:52:54Z,2024-04-23,0,1265772803,225172,35.0666351318359,30.88202285766601,"c(35.0666351318359, 30.882022857666)",11.979860817735972,4874955
A01w,2372201072,2024-04-23T14:02:53Z,2024-04-23,0,1265772803,225172,35.0665550231934,30.882093429565405,"c(35.0665550231934, 30.8820934295654)",8.436046615356661,4874955
A01w,2372201072,2024-04-23T14:12:53Z,2024-04-23,0,1265772803,225172,35.0665588378906,30.8821315765381,"c(35.0665588378906, 30.8821315765381)",12.397536155241083,4874955
A01w,2372201072,2024-04-23T14:22:56Z,2024-04-23,0,1265772803,225172,35.066593170166,30.882139205932592,"c(35.066593170166, 30.8821392059326)",14.672770721949771,4874955
A01w,2372201072,2024-04-23T14:32:54Z,2024-04-23,0.277777777777778,1265772803,225172,35.0665321350098,30.8822498321533,"c(35.0665321350098, 30.8822498321533)",24.68688223143387,4874955
A01w,2372201072,2024-04-23T14:43:19Z,2024-04-23,0,1265772803,225172,35.0666885375977,30.88209342956539,"c(35.0666885375977, 30.8820934295654)",18.550784363093282,4874955
A01w,2372201072,2024-04-23T14:52:53Z,2024-04-23,0,1265772803,225172,35.0668296813965,30.8820323944092,"c(35.0668296813965, 30.8820323944092)",30.574829383216443,4874955
A01w,2372201072,2024-04-23T15:02:53Z,2024-04-23,0,1265772803,225172,35.0667915344238,30.8820247650147,"c(35.0667915344238, 30.8820247650147)",26.92536397345791,4874955
A01w,2372201072,2024-04-23T15:12:54Z,2024-04-23,0,1265772803,225172,35.0668411254883,30.882068634033192,"c(35.0668411254883, 30.8820686340332)",31.984239213250053,4874955
A01w,2372201072,2024-04-23T15:22:55Z,2024-04-23,0,1265772803,225172,35.0683822631836,30.882152557373104,"c(35.0683822631836, 30.8821525573731)",179.5752423159203,4874955
A01w,2372201072,2024-04-23T15:32:54Z,2024-04-23,0,1265772803,225172,35.06822204589841,30.881896972656296,"c(35.0682220458984, 30.8818969726563)",164.36542591716852,4874955
