"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0.0703251311840555,0.00124034056748244,0.155656641543877,0.00907879232206246,0.150963141932417,0.00212183393874921,0.0495146575445665,0.135782181343715,0.0562647953630513,0.857830823414979,0.693022995329262,0.000624606737312197,0.157246293540545,0.0156311176413009,0.0941821595325808,0.149124285765883,0.131883258054153,0.889747800128868,0.821161258484926,0.872323427548585,0.0017420194418118,0.0155469383783284,0.870438397505381,0.105626298720492,0.796894097961147,0.100951179474056,0.0460431419499461,0.0983783577787471,0.169272541875012,0.134847305317072
0.141718568123734,0.041748673148302,0.161865177649788,0.164964726729394,0.025437080429161,0.116182490721621,0.159203343712723,0.840469419606382,0.0573636845402473,0.813048078196599,0.00748962658824186,0.155275488670845,0.153517962439691,0.0293437356646803,0.0214626581790486,0.900617753814063,0.0431463513089696,0.797292245628052,0.0761557355879515,0.84140260248574,0.635940888125806,0.132196082460962,0.934664226901477,0.741354141107668,0.0623763766974594,0.099709438076871,0.120922239201396,0.711029885646215,0.146780592441319,0.700482653924195
0.0136851980899752,0.835520578338644,0.782018410885675,0.139168168772051,0.767373993898122,0.0974731886940609,0.141474571102314,0.799200381968634,0.166728253790266,0.645106191351645,0.0380822593590158,0.0135439262538126,0.123979272514037,0.108476524164051,0.13845007012656,0.694688504330178,0.104994283660465,0.117631890957728,0.0684817675545143,0.141264123457444,0.920017278137693,0.143175724948163,0.873723212887687,0.0784524709355234,0.713722412771801,0.0354856036083113,0.0355816756706091,0.872161311820662,0.132236693432302,0.812233975541165
0.167508511124212,0.0784858501023336,0.838164242888753,0.0771423511959704,0.124822510172009,0.957756219011683,0.821373043362484,0.0605297937105806,0.157812880639205,0.00247528579771133,0.156079591021111,0.131562489146209,0.128076937891685,0.802037284764316,0.165592704502725,0.00846873352983837,0.846107353445923,0.75387622287164,0.984113270109546,0.805922125829763,0.759268031456891,0.149590075343026,0.0268700387277683,0.155841790194073,0.102760138065301,0.00117986347397174,0.0385271434187722,0.91786933957638,0.705044330409978,0.0962247289997919
0.850973478852282,0.0744949128944671,0.117401122272928,0.0730820167135393,0.131021632539879,0.0742453977971056,0.112454486910793,0.705636098771952,0.871209793721092,0.129349840800597,0.928843154755538,0.0827796868766162,0.00946943660586769,0.919576762873432,0.0955177474908518,0.0622059266853374,0.0885531484763265,0.0691086406007933,0.12905186359575,0.0968362916070874,0.810497839789127,0.0715748492948745,0.695006417247233,0.856935671589409,0.135885889187607,0.0271954892906659,0.82066030531837,0.790516557226211,0.12562662060497,0.00456369629224998
0.0440512979421041,0.971341034005567,0.074069494686028,0.113043516737243,0.751899235725565,0.773481610492955,0.107515557156857,0.689040068112078,0.0882567493290659,0.745352355935148,0.898962220199957,0.104900296302766,0.119429289362426,0.138222753935578,0.781083253699512,0.024427485481226,0.165867202620507,0.0522463323187553,0.12578709917306,0.0943777906897327,0.152770616501337,0.0790607587500185,0.126080344610242,0.0806357573322792,0.150167802052073,0.0905879999550153,0.0883617192562923,0.0220688095991218,0.720524714099185,0.111017197194229
0.709211382377261,0.0190149061821788,0.0625418230479242,0.793703022330062,0.96547513526973,0.00187914221351376,0.780838549067671,0.0221753141739459,0.0179558137531764,0.0740117021119784,0.802640549124407,0.119741180553038,0.0692736927522836,0.0338883141346535,0.945441526597737,0.802092448412079,0.106578541542142,0.771826705949127,0.0953383703583862,0.146006535520528,0.058947417204426,0.783753144191473,0.0256185862282029,0.729048296445938,0.119878073105915,0.0159429706263918,0.113322717091281,0.781200201708358,0.0510908970374415,0.089815980701477
0.886171123539985,0.0209348839082571,0.0828888957636486,0.096485879196489,0.0806560227001802,0.0962169242307192,0.0828769137786781,0.00715133727464926,0.71244263480094,0.861329645745839,0.985954828380332,0.915260233754066,0.161995888911986,0.0479297620762115,0.0743329035821298,0.161612316001061,0.0504299988001278,0.0403011649726452,0.127297402322735,0.122351929804204,0.0973175927443342,0.0552788276717904,0.146513307005593,0.157328970762696,0.122158793203455,0.660538331008433,0.00758551199941491,0.123724820624538,0.161476695230753,0.797492249681188
0.814830325056279,0.0395399377735864,0.691024673415528,0.0861637222354158,0.0788370687322388,0.116067693971471,0.803187025845782,0.0345301357517238,0.86638879084957,0.854640960385361,0.0811417995216421,0.0888900197302757,0.952892400406624,0.864812283996899,0.875722600376685,0.0114764235240433,0.0461963157326797,0.0207626979697052,0.0783187686422801,0.73761448946233,0.125825066274983,0.823574915819007,0.153161477953371,0.122355628366816,0.153685053125845,0.00178699471388027,0.0150360765367716,0.849334309502944,0.0609052479678516,0.0456413071939142
0.0355749428246728,0.129581697100792,0.831710903818109,0.622327120561737,0.0761098105005905,0.768234041551948,0.882785726779266,0.0181904229800357,0.159839311762845,0.0265597604489027,0.750329544635458,0.114948398314338,0.0674901279795299,2.65693184137743e-05,0.989167181608791,0.0789467629358521,0.0188924919843529,0.100854004064678,0.0616710208354402,0.753055937782119,0.0735338365540311,0.102188605382108,0.137306454151184,0.103057857846153,0.825109949138729,0.0581829130834665,0.00585703430566905,0.0607503932604453,0.11225987019107,0.0822424149654612
