"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,0,0.93405307456851,0,0.711336822714657,0.725406670244411,0.779197161085904,0,0,0.786262659123167,0,0,0,0.850639407755807,0.702049740822986,0,0,0.746165210613981,0,0,0,0,0,0,0,0,0,0,0.914753454970196,0
0,0,0.997600238770247,0.715213872725144,0,0,0,0,0.733882314991206,0,0,0,0,0,0,0.90109526203014,0,0,0,0.789850482018664,0,0.979565043468028,0.92872385121882,0,0,0,0.726050994358957,0,0,0
0.799657957628369,0.93458706070669,0.832404600456357,0,0,0,0.941669270861894,0.728255333378911,0,0,0,0,0,0.711615717504174,0.82508162339218,0,0,0.740202804794535,0.858164534205571,0,0,0,0,0.989783990196884,0,0.942769388668239,0.757726221578196,0,0,0.836718230275437
0,0,0,0,0,0,0,0,0,0.943012725794688,0,0,0,0.808449949370697,0,0,0,0,0,0.976460909936577,0,0.997300636023283,0,0,0,0.706231635296717,0,0.752074874239042,0,0
0,0,0,0,0,0.720287806587294,0,0,0,0,0,0.821112961275503,0,0,0,0,0.805711352732033,0,0.82746459892951,0,0,0,0.929147658636793,0,0.935443442082033,0,0,0,0,0.771173053653911
0.718927504029125,0,0,0,0,0,0.846405937103555,0,0,0,0,0,0,0,0,0.807502319803461,0,0,0.75473246187903,0,0,0,0,0.885611940408126,0,0,0.939205961069092,0.958864240674302,0,0.771223242627457
0,0.940413464792073,0,0,0,0.991251252125949,0,0,0.965778236277401,0.923366251634434,0,0,0,0,0,0,0.760616414947435,0,0,0,0,0.869896803051233,0,0,0,0,0.836939002852887,0,0.923434179741889,0
0.932269813260064,0.948384063551202,0,0,0,0,0,0,0,0,0.726443279534578,0,0,0,0,0,0,0,0.978129356866702,0,0.751658258028328,0.800586956320331,0,0.850863156374544,0,0.764821239747107,0,0,0,0.827907299157232
0.769146954407915,0,0.896305571310222,0,0,0,0,0.714514712803066,0,0,0,0.771635941695422,0.985606020083651,0,0.761285331798717,0.930069796741009,0,0,0,0,0,0.856130053056404,0.989547366974875,0,0,0,0,0.893361730733886,0,0
0,0.743738999124616,0,0,0.972427535802126,0,0,0,0,0,0,0.936056844424456,0,0,0,0.789203531574458,0,0.976756406249478,0,0,0.82908037956804,0,0.791599226882681,0,0,0,0.871257874649018,0,0,0
0,0.900275485822931,0,0.859918063972145,0,0,0.779079435626045,0,0,0.910328843863681,0,0,0,0,0,0,0.818259471096098,0,0,0,0,0,0.837586406618357,0,0,0.942739011021331,0,0,0.810652513289824,0
