"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,0,0.749838356627151,0,0,0,0,0.784980250289664,0,0.854707998689264,0,0,0,0,0,0,0,0,0,0,0,0,0.867224909365177,0,0,0.705949534429237,0,0,0.701879423810169,0
0.817775198724121,0.893264895770699,0,0,0.884077098220587,0.790189640363678,0,0,0,0,0.83063843799755,0.83222851366736,0,0,0,0,0,0,0,0,0,0,0.761450994992629,0,0,0,0,0,0,0
0.942621732363477,0.882756386883557,0.980868943035603,0,0.839990925975144,0,0,0,0.754971068352461,0,0.739665419561788,0,0,0.794243138516322,0,0,0,0,0,0.950794397387654,0,0,0,0,0,0.758818191941828,0.995261563220993,0,0,0
0,0.814063254510984,0,0,0.942163189873099,0,0,0,0,0,0,0,0,0,0.789966852404177,0,0,0.958661524346098,0,0,0,0,0.966314753051847,0,0,0.969387932447717,0,0,0,0
0,0,0,0,0.803937057266012,0,0.815289756050333,0,0,0.801645826315507,0,0.949043508386239,0,0,0,0,0.748602095525712,0,0.747870008694008,0.876936609158292,0,0,0,0,0,0,0.909281048923731,0,0,0
0,0.941087544662878,0,0,0,0,0,0,0.747920496156439,0,0.990219380473718,0,0,0,0.845207684440538,0,0,0,0,0,0,0,0,0,0.986733498517424,0.950467175804079,0,0.771683246595785,0,0
0,0,0,0.767748858779669,0,0,0,0,0,0,0,0,0,0,0,0.951830797595903,0.704641613410786,0,0,0,0,0,0,0,0,0,0,0.959072423633188,0,0
0,0.843702238984406,0.752026719972491,0,0,0,0,0,0.96229200810194,0,0.706503325607628,0.821739599574357,0,0,0.908673808444291,0,0,0.845964605920017,0,0,0,0,0.788897544378415,0,0.851357056759298,0,0,0,0,0.784000719897449
0,0,0,0,0.797951072687283,0,0.849362483480945,0.935527131427079,0,0.701332461088896,0,0.799325278727338,0,0,0,0,0,0,0,0.827744082547724,0.950820973375812,0,0,0.941741796443239,0.734371344791725,0,0.883456570096314,0.861013903515413,0,0
0,0,0.763933732407168,0,0,0,0,0,0,0,0.781907701632008,0,0,0.911769973812625,0.949577742721885,0,0,0,0.881822271505371,0.738056506030262,0.917357943486422,0,0.701383944833651,0,0,0,0,0.916728041134775,0,0
0,0,0,0,0.801443954929709,0,0,0,0.919743738602847,0.86201273673214,0.829846090171486,0,0,0,0.906912371749058,0,0,0,0,0,0.765864958753809,0.723153316881508,0,0,0,0,0.866960448445752,0.904639126500115,0,0
0.813880559289828,0,0.714771501719952,0.841055334080011,0,0,0.818961484357715,0,0,0,0,0,0,0,0,0,0.709414596902207,0.704871182097122,0.951284175738692,0,0,0.877403050428256,0.826458425959572,0,0,0,0,0.883906954200938,0,0
0,0.97763589094393,0,0,0.97465561516583,0,0,0,0,0,0,0,0,0,0,0,0,0.959174368297681,0.810213670367375,0,0,0,0,0,0,0,0,0,0,0.743388247443363
0,0,0,0.860517306951806,0,0,0,0,0,0,0,0,0.970584287773818,0,0,0,0,0,0,0,0.793559007579461,0,0,0.741857509594411,0,0.98929460067302,0.913380861049518,0,0,0
0,0.844225987326354,0,0,0,0,0,0,0.983516748296097,0.922345424536616,0,0,0.747274367837235,0.903116010362282,0.930373176699504,0.742915943032131,0.964295307639986,0,0,0,0.720560722285882,0,0,0,0,0,0,0,0,0
0,0,0.95332052744925,0.727583089610562,0.889498413540423,0,0,0,0.900790739804506,0,0,0,0,0,0,0,0,0.922745590796694,0.754688506014645,0.843229827005416,0,0,0.778941894182935,0,0,0,0,0,0,0
0,0,0.787595313275233,0.978325667558238,0.834255804307759,0.877882361644879,0,0.772438262356445,0,0.924927809508517,0,0,0.892275361344218,0,0,0,0.841034362558275,0,0.913751432672143,0,0.99214220396243,0,0,0.714201882015914,0,0,0,0,0,0.877386430511251
0,0,0.70177856949158,0,0,0.953017531894147,0.998763883253559,0,0.991847865749151,0,0,0.883746813517064,0.809343628585339,0,0,0.785310568055138,0,0,0,0.760060783941299,0,0.731351724592969,0,0,0.799090995686129,0,0,0,0,0.915926514426246
0,0,0,0,0.873908169567585,0,0,0,0,0,0,0.752986769424751,0.881781744537875,0,0,0,0.809954292839393,0,0.95219175843522,0,0,0,0,0,0.801150982733816,0.948539309436455,0,0.884693194413558,0,0
0,0.774718186818063,0.815564992371947,0,0,0,0,0,0,0.797341247089207,0.936799240065739,0.879129510140046,0.749090581201017,0,0.722659971565008,0,0.900444809580222,0,0,0,0,0,0,0,0,0.928061792161316,0,0,0,0
0,0,0,0.768724304623902,0,0.815182358492166,0.972992665367201,0,0.778075667796656,0,0,0.787664114264771,0.932980325771496,0.954111898550764,0.841170829953626,0,0,0,0,0,0,0.737924722256139,0,0.822110287845135,0,0,0,0.84161102049984,0.73544466518797,0.766334993066266
0.787836347473785,0,0.877796972636133,0,0.840116282226518,0,0,0,0,0.763370687607676,0,0,0,0.955441924976185,0,0,0,0,0,0,0,0.911345133092254,0,0,0,0,0.765112749999389,0,0.750104091595858,0
0,0,0,0.705142733175308,0,0,0,0,0,0,0.893832383910194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762222341028973
0.709830466192216,0,0,0,0.71031207847409,0.757830153917894,0.827942823758349,0,0,0.805019066669047,0,0,0,0.704113189596683,0,0.842419553548098,0,0.769480248447508,0,0,0.913974301889539,0,0,0,0.933942315168679,0,0,0,0,0
0,0,0.71841338602826,0,0,0.867297998862341,0.964111008215696,0,0,0,0,0,0.97280309884809,0,0.80334455659613,0.912942039547488,0,0,0,0.767218726919964,0.822682824451476,0,0,0,0.791696926578879,0.847506041405722,0,0,0,0
0,0.971265458269045,0,0,0,0,0,0,0,0,0,0,0.799391870619729,0,0,0,0.729693418135867,0,0,0,0,0.924348645377904,0.729686711216345,0,0.827472769888118,0.891360222594813,0,0,0,0.793496796861291
0,0,0,0,0,0,0,0,0.874043895397335,0,0,0.954824389424175,0,0.812492639292032,0,0,0.707834610715508,0.959430500632152,0,0,0.799422193318605,0.759494422469288,0,0,0.991826762678102,0,0,0.857007702114061,0,0
0,0,0.877842324087396,0,0.868294259766117,0,0,0,0.894436917733401,0.737672624643892,0.76281429734081,0,0,0,0.944616716587916,0.931641768431291,0,0,0,0,0,0.963687577052042,0.89737427723594,0,0,0.726362382760271,0,0,0.793487979099154,0
0,0,0,0,0,0,0,0.885760627919808,0,0,0,0,0,0,0,0,0,0,0.87228963105008,0.804563576588407,0,0.940693918382749,0.893162306398153,0,0.740832205628976,0,0,0,0,0
0,0.82394898426719,0,0.924833186203614,0,0.717080967267975,0,0.803995444672182,0.815934796351939,0.916363716358319,0,0,0,0,0.738048497820273,0.711683212313801,0,0,0.715923604089767,0.826992413494736,0,0,0.987286424264312,0.782483157236129,0,0,0,0.891505158739164,0,0.975536596262828
